Id,CategoryLevel,SegmentId,Culture,PluralName,SingularName,ImageName,Description,ShortDescription,Title,DisplayOrder,Slug,SlugUrl,Visible,IsAvailableInBoatSelector
591,3,3,en-US,Gauges/Equipment,Gauges/Equipment,,,,,6,,,1,0
605,3,3,en-US,Compasses/Sextants,Compass/Sextant,"","","Compasses and sextants require time to learn and practice in actual use.  Sport boaters generally come in contact with two different types of compasses.  Your position and your heading are two key navigational factors that you need to know while on the water.  A steering compass can tell you where you are going and the handheld bearing compass can tell you where you are.  Steering compasses contain a free-spinning compass card, that points to magnetic north.  A handheld bearing compass enables you to take bearings of distant objects, which you can use to locate yourself on a chart. The hand bearing compass does not rely on electrical power or satellite reception, making it a good backup.

A sextant is an essential backup to your global positioning system GPS.  Sufficiently accurate, lightweight, and durable, with practice a good plastic sextant can serve as your sole means of navigation.
",Compasses/Sextants,6,,,1,0
625,3,3,en-US,Engine Compartment Ventilation,Engine Compartment Ventilation,"","","Generally, inboard engines are placed in compartments that require ventilation.  Boaters with outboard engines do not need to be concerned with engine compartment ventilation.  Factory-made boats usually come with the proper ventilation on the engine compartments.  If you feel that you need more, you can find marine-grade plastic or chrome vents in most marine parts catalogs.",Engine Compartment Ventilation,6,,,1,0
577,3,3,en-US,Measuring Instruments,Measuring Instruments,,,,,6,,,1,0
568,3,3,en-US,Sea Charts/Estuary Charts,Sea Chart/Estuary Chart,"","","Every boater should carry and become familiar with using the charts covering the area they intend to explore.  Charts for a boater are as important as maps for a wilderness hiker.  Use charts to determine courses, spot shoals, wrecks, and other potential hazards, and to keep yourself located during a cruise.  Purchase charts designed for recreational boaters.  Look for waterproof charts that are accurate, simple to use with your GPS and navigation gear, foldable, tear resistant, and easy to hold and store.  Take the time to become familiar with using the charts before you get out on the water.  Many popular charts are based on the US Coast and Geodetic Survey ‘s work.",Sea Charts/Estuary Charts,6,,,1,0
534,3,3,en-US,Tarpaulins,Tarpaulin,"","","A tarpaulin or tarp is a large sheet of strong, flexible, water resistant or waterproof material, often cloth such as canvas or polyester coated with plastic such as latex or polyvinyl chloride.  Some tarps have reinforced grommets at the corners and along the sides as attachment points for rope, enabling you to tie them down or suspend them.  Inexpensive modern tarps are made from woven polyethylene.  Tarps have multiple uses, including shelter from the elements, as a ground cloth, or as a drop sheet for painting or protecting objects",Tarpaulins,6,,,1,0
81,3,2,en-US,Stern Drives,Stern Drive,sterndrive,"<p>A Stern Drive consists of an engine and drive connected to one another through the transom of a boat. A stern drive is sometimes called an Inboard/Outboard, reflecting its design. It is designed so that its engine is inside and enclosed by the boat, while the propulsion system (out drive) is outside of the boat and in the water.</p>
<p>The out drive can be trimmed-moved up or down- and has a propeller attached to the end of it to propel the boat forward and reverse. This is also the main steering system for the boat as it can turn side to side. Because the engine is in the boat, rather than being supported by the transom as in an outboard, larger engines with greater horsepower can be used. </p>
<p>Stern drive can come in a variety of different functions depending on their intended use; drives are available with one or two propellers on a single stern drive. They can also be used in tandem with two drives on a single boat, each with single or multiple propellers.</p>

<h4 style=""color:#333;"">Benefits/Notes</h4>
<ul class=""square"">
  <li>Allows for ease of control and steering in forward or reverse</li>
  <li>Can be used on gas or diesel engine packages</li>
  <li>Relatively low maintenance</li>
  <li>Quiet ad efficient</li>
  <li>Good value</li>
</ul>",,,6,,,1,0
541,3,3,en-US,Cleaners/Waxes/Polishes,Cleaners/Waxes/Polishes,"","","Cleaners, waxes, and polishes help you keep your boat cosmetically and functionally clean.  Accumulations of salt, dirt, and grime are unsightly, can impede your craft’s operation, and actually prove dangerous.  Select cleaners, waxes, and polishes that will work best on your boat in your boating environment.  Salt water environments require different products that fresh water environments.  Wooden boats require different waxes than fiberglass, and no single polish is going to work well and all surfaces.  Ensure that any products that you purchase are not going to harm the environment.",Cleaners/Waxes/Polishes,6,,,1,0
520,3,3,en-US,Chocks/Ground Tackle,Chocks/Ground Tackle,"","","Chocks are wedges that slide beneath the wheels of various stationery vehicles to keep them from shifting or rolling away.  Boats, trailers, cars, trucks, recreational vehicles, and mobile homes all benefit from this basic accessory while you are loading, unloading, performing routine maintenance, and parking.  Wheel chocks are lightweight and very simple to use.  They resemble miniature skateboarding ramps with a concave, triangular shape, often of heavy plastic, aluminumg, or urethane.  Most are brightly colored so they are highly visible. Their surface may be textured  so that they grip pavement and tires.  High-friction chocks won't slip, even when keeping a huge car and trailer in place. Some are outfitted with a cord that you can pull to release the chocks from the wheels.  Placing chocks behind the wheels of your car helps to ensure that your rig will stay put while you launch or retrieving your trailered boat.",Chocks/Ground Tackle,6,,,1,0
521,3,3,en-US,De-Icing Equipment,De-Icing Equipment,"","","Cold weather ice formation can be extremely destructive for boats, piers and docks.  &quot;Ice jacking&quot; can occur when the water level varies and ice is present.  Even a small amount of ice, rising and falling with the water level, can literally jack up pilings and crush boat hulls.  Additionally, when the ice begins to thaw and break up, flowing ice can cause severe damage.  De-icing equipment helps to keep this from happening by preventing ice from forming and melting existing ice.  Modern de-icing systems work by circulating a continuous current of warmer subsurface water.  Moving water doesn't freeze as readily as stationary water and the subsurface water is consistently warmer than the surface water.",De-Icing Equipment,7,,,1,0
542,3,3,en-US,Cleaning Equipment/Tools,Cleaning Equipment/Tools,"","","A sturdy broom, mop, scrub brushes, bucket, rags, and polishing cloths are indispensible cleaning equipment and tools on any sized boat.  If you operate in salt water, be sure your selections are for marine applications ",Cleaning Equipment/Tools,7,,,1,0
569,3,3,en-US,Software,Software,"","","As with books, magazines, and other media, boaters find a large variety of software.  Your choices include electronic charting systems for PCs and handhelds; yacht management and maintenance; computerized logs; tutorials for all aspects of sailing with narration, animation and digital video; training programs, for learning the &quot;rules of the road&quot;, tide tables and nautical almanacs; and even ship design software for the largest projects.",Software,7,,,1,0
578,3,3,en-US,Monitoring Systems/Alarms,Monitoring System/Alarm,"","","You can install a variety of monitoring systems and alarms on your boat.  Some of the more popular systems watch engine cooling water, bilge water level, smoke, carbon monoxide, fire, and intruders.",Monitoring Systems/Alarms,7,,,1,0
626,3,3,en-US,Engine Components,Engine Components,,,,,7,,,1,0
606,3,3,en-US,Electronic Chart Systems,Electronic Chart Systems,"","","Electronic charts are digital versions of the traditional paper charts and the data from the original NOAA, Canadian Hydrographics, and other government sources.  The charts can be displayed on a GPS chartplotter or a computer. Chartplotters are the favored technology for boats less than 50 feet.  Water-resistant, with small-sized daylight-viewable displays, chartplotters are made for the marine environment, Larger craft, with enclosed pilothouses can have a protected environment for a non-waterproof computer.  Prudent mariners also carry paper charts, since electronic charts are not a legal substitute and all electronic systems can failure. ",Electronic Chart Systems,7,,,1,0
592,3,3,en-US,On Board Instruments,On Board Instrument,"","","On board instruments give you indications of how your boat’s engine is operating.  Many stock powerboats include a fuel gauge and speedometer.  To better understand what goes on in your engine, additional instruments may be helpful. A tachometer displays engine rpm; fuel flow meters monitor the rate of fuel consumption; hourmeters record engine running hours; voltmeters monitor your electrical system; water temperature gauges monitor the temperature of cooling water; engine synchronizers for dual engine applications; and marine safety alarms.  For optimal performance, dashboard instruments should have night lighting, magnetic shielding, damped movement for accurate readings even in rough water, and resistance to your regional environmental conditions. Accurate gauges and reliable alarms help keep you on the water and with minimum operating costs.",On Board Instruments,7,,,1,0
600,2,3,en-US,Navigation/Communication Equipment,Navigation/Communication Equipment,navigation,"<p>Finding your way on the water doesn&rsquo;t have to be intimidating, thanks to developments in electronic navigation technology. GPS: Theory of Operation A Global Positioning System (GPS) unit receives signals from 24 US Government satellites orbiting at 11,000 miles above the earth. A GPS measures how long it takes these signals to travel from the satellite to the GPS unit, and then multiplies this figure by the speed of light. This simple equation allows the GPS to determine the precise distance between the satellite sending the signal and the GPS receiver. When your GPS locks on to transmissions from at least three individual satellites, it can calculate your position in two dimensions&mdash;latitude and longitude&mdash;usually within about 10 yards or less. Locking on to a fourth satellite signal enables a GPS to determine your location in three dimensions: latitude, longitude, and altitude. The remarkable thing about the Global Positioning System is that the satellite navigational information is available to anyone, anywhere, free of charge. Of course, you&rsquo;ve got to buy a GPS receiver to use the data, but it&rsquo;s not a tremendous investment, considering the GPS&rsquo;s capabilities. Which One? A handheld GPS is ideal for small boats, providing accuracy in a compact unit. Battery operated, a handheld GPS requires no permanent mounts thus not using valuable console space in the boat. Mountable (or portable) GPS receivers have larger display screens, bigger push buttons, and more features than you&rsquo;ll find on handheld units. Most GPS&rsquo;s in this category operate on batteries and/or on external 12 volt power. Portable GPS units come with mounting brackets to hold the GPS in place while underway. When your cruise is over, you can remove the GPS for safekeeping. Fixed-mount GPS receivers offer the largest displays and most features; fixed mount GPS units are meant to be permanently installed on your boat. A stand-alone GPS is often referred to as a chartplotter. Many fixed-mount GPS&rsquo;s combine satellite navigation with fish finding functions into one compact electronic module. Maps The majority of GPS units have a basic map pre-installed in them, with the capability of adding more maps later as necessary. To expand your GPS&rsquo;s mapping knowledge base, you can, for a nominal fee, download maps from CD-ROMs&mdash;or acquire data cards containing very detailed regional maps for specific areas. Moving Forward The fact that we can find our way using satellites is astounding, but the idea of integrating a GPS unit with other on-board electronics seems a bit futuristic&mdash;like something out of a science-fiction movie. We&rsquo;re pleased to report that the future has arrived, and merging your boat&rsquo;s electronic devices with a GPS is easier than you might imagine. The technology is now available to network a GPS with radar, sonar, VHF marine radio, and a boat&rsquo;s autopilot system&mdash;just to mention a few of the more &ldquo;common&rdquo; networking applications on the market. The Global Positioning System offers seemingly endless possibilities for the high-tech boater&mdash;limited only by how fast the electronics manufacturers can develop new products&mdash;and by how much of an investment you&rsquo;re willing to make in your boat. Reminder GPS is a wonderful invention. However, like any other piece of equipment, a GPS unit isn&rsquo;t infallible&mdash;so don&rsquo;t neglect learning how to navigate with a compass and a chart&mdash;just in case.</p>","Advances in navigation and communications equipment have opened a broad range of devices and systems that can enhance your on-the-water experience.  As with the advances in electronics, many of the classic navigation and communications tools have been updated, and some new tools have been added.",Navigation/Communication Equipment,7,,,1,0
666,3,3,en-US,Fasteners,Fastener,"","","Purchase a fastener kit, a very comprehensive selection of the most popular stainless steel fasteners, all housed in a plastic see-through case.  The kit contains large quantities of different diameter machine screws up to 2&quot; in length with nuts, nylocks &amp; washers. 750 pieces in all.",Fasteners,7,,,1,0
683,3,3,en-US,Textile Boat/Yacht Furnishings,Textile Boat/Yacht Furnishings,,,,,7,,,1,0
698,3,3,en-US,Surfing Gear/Small Parts,Surfing Gear/Small Parts,,,,,7,,,1,0
707,3,3,en-US,Water Processing/Sterilization,Water Processing/Sterilization,"","","An on-board reverse osmosis desalinator can produce essentially sterile water.  The water processing system can help you economically maintain your boat.  You don’t have to buy water or make any trip diversions to find it.  Washing your boat down with de-mineralized water leaves no spots, requiring no laborious drying time.  It also protects the rigging and hull.  Not needing to store water reduces the weight your boat is carrying ",Water Processing/Sterilization,7,,,1,0
719,3,3,en-US,Flags &amp; Accessories,Flag &amp; Accessory,"","","For most people, flag etiquette consists of flying the right ensign, or national flag, in the right spot.  US boaters may choose between two flags:  the usual 50-star national flag known as the ensign, or a special flag called the yacht ensign that depicts a fouled anchor on a field of 13 stars.  For aesthetically pleasing proportions, try a flag that is 1 inch long for every 1 foot of boat length. The flag staff should be twice the length of the flag’s vertical edge.  For example, a 33' boat should fly a 24&quot; x 36&quot; yacht ensign on a 48&quot; staff .  All flag staff accessories should be corrosion proof.",Flags &amp; Accessories,7,,,1,0
745,3,3,en-US,Finance,Finance,,,,,7,,,1,0
770,3,3,en-US,Pedal Boats/Bathing Boats,Pedal Boats/Bathing Boats,"","",Pedal boats and bathing boats are strictly for fun and should never be taken beyond the placid waters of a harbor or sheltered cove.,Pedal Boats/Bathing Boats,7,,,1,0
771,3,3,en-US,Rowing Boats,Rowing Boats,"","","Rowing boats run the gamut from elegant and delicate one-person racing shells to multi-person lifesaving surf boats capable of tackling towering waves to save swimmers in peril.  In between those extremes are dories, 2 and 8-person shells, Mackenzie boats, skiffs, punts, jonboats, dragon boats, and people-powered rowing craft of all kinds.

",Rowing Boats,8,,,1,0
746,3,3,en-US,Insurance,Insurance,,,,,8,,,1,0
720,3,3,en-US,Life Jackets,Life Jackets,"","","Lifejackets come in many shapes, colors and materials. Some are made rugged to last longer while others are made to maintain body heat in cold water. No matter which Lifejacket you choose, get one that is right for you, your planned activities and the water conditions you anticipate. Spending a little time now can save your life later.

Always look for the United States Coast Guard approval number before you purchase any Lifejacket and make sure you understand the regulations and requirements in the state you are in. Also ensure you properly maintain whatever Lifejacket you choose.

",Life Jackets,8,,,1,0
699,3,3,en-US,Wetsuits/Drysuits,Wetsuit/Drysuit,"","","Wetsuits and drysuits are specially designed coveralls worn by marine divers.  Wetsuits are tight fitting outfits that come in a variety of configurations and include gloves, a cowl, and feet.  Usually made of some form of neoprene, wetsuits permit a certain amount of water to enter the suit where it is warmed by your body and then helps to keep you warm.

When a wetsuit is no longer able to keep you warm, you’ll need a drysuit,  Often made from nylon with neoprene inserts, glued, sewn, and heat-taped construction, with air and watertight seams and detachable wrist and ankle cinches ensure that no water gets into the suit..  You stay dry and warm.
",Wetsuits/Drysuits,8,,,1,0
684,3,3,en-US,Upholstery,Upholstery,"","","Boaters can select from full upholstery service offering a wide selection of quality fabrics, covers, new foams, recovering of existing foams, even complete re-design of your upholstery, curtains, bedding and accessories.  Available fabrics range from plain vinyl, machine washable, Dralons, and velvets, to the luxury of Alcantara and leather.  Only use fabrics have been carefully designed for the marine market by avoiding high cotton content, being waterproof, breathable, and wipe clean, and will not support the growth of mildew.  The foams used inside your vessel should be flame resistant to BS5852 standard, and in most cases topped with a layer of polyester wadding to offer a soft finish to the cushions.

",Upholstery,8,,,1,0
667,3,3,en-US,General Marine Hardware,General Marine Hardware,,,,,8,,,1,0
619,2,3,en-US,"Engine, Propellers and Parts","Engine, Propeller and Part",propeller,"It’s an indisputable fact of life that things on a boat break—as the sun’s going down, and the crew is looking to you to heal your broken boat and get them back to shore safely. 

Familiarity
Boat engines are so much more reliable than in the past—with regular maintenance they should last for decades. Just because you’ve never had a problem with your boat’s engine is no excuse for complacency.

You owe it to yourself to become familiar with your boat’s propulsion system (outboard, stern drive engine/stern drive unit, inboard engine/inboard transmission) not only for the sake of gaining knowledge or conducting routine service, but so you can perform emergency on-water repairs if necessary.

Learning
We realize that the prospect of working on your boat may be a bit intimidating—we’ve been in your shoes and we understand.

That’s why we recommend that you invest in a service manual for your boat’s engine, as well as some of the excellent do-it-yourself materials (books, CDs, DVDs, on-line) available at your local marine dealer, library, or on the internet.

Spares
Carrying spare parts on your boat (and knowing how to install them) can prevent an afternoon’s cruise from turning into an all-night misadventure. Exactly which spare parts really depends on what kind of engine your boat has, and where you’re planning to go boating. 

For example, a two-cylinder outboard motor won’t need as many spares as a V-8 inboard; the little outboard is a simple engine and has fewer components to fail than the larger engine does. 

And if you boat on a lake so small you could throw a baseball to someone on shore, your situation probably won’t require the same spare parts as the saltwater angler who ventures miles offshore. On the pond, help can be easier to get than on the high seas.
 
Without knowing your situation, we can’t give you an itemized list of what spare parts you may need—however, these are some of the most common replacement parts:

•	Belts—for the alternator, water pump, etc
•	Hoses and hose clamps
•	Spark plugs
•	Fuel filter(s)
•	Oil—two-stroke oil or four-stroke motor oil, depending on your engine
•	Fuel line
•	Transmission fluid—inboard boats
•	Coolant
•	Light bulbs (for each different light on your boat)


Make sure to write down your engine’s serial number before you go shopping for parts. On outboards, the serial number is usually on the clamp bracket (the part that holds the outboard on the boat); on inboards and stern drive boats, you can probably find the serial number on a decal located on top of the engine.

Tools
To ensure that you always have tools on board, we recommend putting together a tool kit that stays on the boat. Your boating tool kit should contain at least:

•	Vise-Grip® pliers
•	Adjustable wrench
•	Utility knife
•	Spark plug wrench
•	Propeller wrench (or a ratchet and socket that’ll fit the propeller nut)
•	Flashlight w/good batteries
•	Fuses (assorted)
•	Short length (a foot or two) of 14 gage/medium-sized insulated wire
•	Electrician’s tape 
•	Duct tape
•	Tie straps

Remember…
…that if your boat breaks down, you can’t walk home—so be prepared.
","Boat engines are so much more reliable than in the past—with regular maintenance they should last for decades. Just because you’ve never had a problem with your boat’s engine is no excuse for complacency.

You owe it to yourself to become familiar with your boat’s propulsion system (outboard, stern drive engine/stern drive unit, inboard engine/inboard transmission) not only for the sake of gaining knowledge or conducting routine service, but so you can perform emergency on-water repairs if necessary
","Engine, Propellers and Parts",8,,,1,0
593,3,3,en-US,Other On-Board Electronics,Other On-Board Electronics,,,,,8,,,1,0
607,3,3,en-US,GPS,GPS,"","","The global positioning system (GPS) is a satellite-based navigation system that provides accurate position fixes 24 hours a day, on land, sea and air, in any weather, with no subscription or fee. GPS units receive high frequency, low power signals (50 watts or less) from these satellites orbiting the Earth every 12 hours and can determine your location to an accuracy within 20 feet, 95% of the time, and your altitude to within approximately 30 feet.  Most receivers show your location on an incredibly detailed bright electronic color map. They can aid in creating routes, identify interesting landmarks and points of interest, and some can even talk to you, providing simple, clear directions to your destination.  Look for a GPS unit with room to store plenty of data, that offers a 256 color sunlight-readable display, USB ports for faster downloading, and fast processors to support auto routing functions with lower power requirements.  Marine users need a  fully submersible unit.",GPS,8,,,1,0
627,3,3,en-US,Engine Instruments,Engine Instruments,"","","Engine instruments give you indications of how your boat’s engine is operating.  Many stock powerboats include a fuel gauge and speedometer.  To better understand what goes on in your engine, additional instruments may be helpful. A tachometer displays engine rpm; fuel flow meters monitor the rate of fuel consumption; hourmeters record engine running hours; voltmeters monitor your electrical system; water temperature gauges monitor the temperature of cooling water; engine synchronizers for dual engine applications; and marine safety alarms.  For optimal performance, dashboard instruments should have night lighting, magnetic shielding, damped movement for accurate readings even in rough water, and resistance to your regional environmental conditions. Accurate gauges and reliable alarms help keep you on the water and with minimum operating costs.",Engine Instruments,8,,,1,0
579,3,3,en-US,Power Supply Modules/Generating Sets,Power Supply Module/Generating Set,,,,,8,,,1,0
570,3,3,en-US,Videos/Films,Video/Film,"","","As with books, magazines, and other media, boaters find a large variety of videos.  Your choices include instructional and documentary videos for sailing, boating, fishing and diving, using GPS, and navigation; tutorials for boating and water safety; offshore powerboat racing and high performance powerboats; maintenance; coastal piloting; celestial navigation; cruising, and many more subjects.

",Videos/Films,8,,,1,0
543,3,3,en-US,Corrosion Inhibitors,Corrosion Inhibitor,"","","Corrosion inhibitors block corrosion and prevent thread seizure in marine hardware and machinery. Some corrosion inhibitors are pastes while others are aerosols that form a flexible, corrosion-proof insulating film to seals out salt air and moisture.  Ensure that any products that you purchase are not going to harm the environment.",Corrosion Inhibitors,8,,,1,0
522,3,3,en-US,Dock Boxes,Dock Boxes,"","","Dock boxes are simply strong storage boxes placed on the dock or pier for boaters to use.  A good dock box is made from fiberglass or an equally strong and waterproof material, with a reinforced lid for seating, stainless steel continuous piano hinges, and stainless lockable hasps.  Dock boxes come in a range of sizes and designs.",Dock Boxes,8,,,1,0
523,3,3,en-US,Dockside Equipment,Dockside Equipment,,,,,9,,,1,0
544,3,3,en-US,Detailing Products,Detailing Product,"","","For some boaters, their vessel’s appearance plays a major role in their enjoyment.  Those joyful perfectionists can choose from numerous detailing products to enhance their boat’s look.  Some products touch up your boat’s wax job, while wet-look detailing spray creates a smooth-to-the touch, slick-waxed, wet-look finish.  Many of the products are easy to apply and are nontoxic and biodegradable.  Ensure that any products that you purchase are not going to harm the environment.",Detailing Products,9,,,1,0
580,3,3,en-US,Renewable Energy/Solar Power Technology,Renewable Energy/Solar Power Technology,,,,,9,,,1,0
628,3,3,en-US,Engine Monitoring/Alarms,Engine Monitoring/Alarms,"","","Appropriate engine monitoring can give you complete electronic integration with your engines, including alarms for potentially hazardous situations.  A good set of gauges and instruments is a starting point for monitoring your engine’s operation.  Fume detectors monitor the concentration of dangerous gasses in the air and sound warning alarms.  They help prevent explosions or fires from concentrations of gasoline vapor or propane gas.  The detectors can also monitor carbon monoxide (CO). ",Engine Monitoring/Alarms,9,,,1,0
608,3,3,en-US,Logs/Echo Sounders,Logs/Echo Sounders,,,,,9,,,1,0
594,3,3,en-US,Rudder Indicators,Rudder Indicator,,,,,9,,,1,0
668,3,3,en-US,Railings/Pulpits/Stanchions,Railing/Pulpit/Stanchion,"","","Many boats come from the factory with a full compliment of railings, pulpits, and stanchions.  Railings are generally tubular grab bars that run horizontally.  They are fixed to solid surfaces or upright stanchions.  Stanchions are solidly anchored upright posts that may hold railings, but may also serve as vertical mounts for tables, chairs, and other items.  Pulpits, most usually in the bow or stern, are spots that extend out beyond the outline of the boat.  Pulpits are protected by bulges in the railing; people can stand in a bow pulpit while a stern pulpit can hold your outboard motor a lot more securely than when it is towed behind on the dinghy. ",Railings/Pulpits/Stanchions,9,,,1,0
721,3,3,en-US,Life Rafts,Life Raft,"","","Size your life raft for two more people than necessary.  Augment with extra emergency gear including emergency position indicating radio beacon (EPIRB), flares, watermaker, fishing kit, waterproof handheld VHF radio, spare battery pack, medical kit, space blankets, signaling mirror, and several flashlights.  Store the raft on deck in a cradle with a hydrostatic release, or stored in a purpose-built locker where it is easily accessible by the crew.  Life rafts also need servicing at regular intervals: make sure your raft has convenient service centers.",Life Rafts,9,,,1,0
747,3,3,en-US,Marinas,Marina,,,,,9,,,1,0
772,3,3,en-US,Sailboard Accessories,Sailboard Accessories,"","","Windsurfing or boardsailing is a sport that combines sailing and surfing and uses a one-person craft called a sailboard.  The basic sailboard is composed of a board and a sail rig.  The surfer stands on the board, feet in straps, and grips a boom that spans the angle of a triangular sail.  Catching a maritime breeze in the sailboard’s sail, the surfer can literally fly with the wind.",Sailboard Accessories,9,,,1,0
648,2,3,en-US,Fishing Accessories,Fishing Accessories,"","Millions of anglers enjoy being out on boats, testing their skills against elusive underwater quarry. Whether you’re an old salt or a novice, we’ve got some things that might tip the scales in your favor when you’re pursing piscatorial prey.

Rod Storage
If you’re serious about fishing, chances are that you bring a half-dozen (or more) rods and reels along every time you go on a fishing trip. This alone isn’t a problem; where things get difficult is when each angler shows up at the boat with a bunch of gear—how do you stow all this stuff, yet keep it readily accessible?

We suggest outfitting your boat with as many rod holders as you can, to make the best use of the space available. First, let’s look at rod racks for the sides of the boat. Rod racks can hold as many as six rods horizontally; put a set of racks on each side of the hull to keep up to twelve rods out of the way, yet ready to go at a moment’s notice.

Tube-style rod racks can be mounted on the side(s) of your boat’s console. This style of rod holder stows your fishing rods vertically, without taking up a lot of room. 


Flush-mount rod holders only need a few inches of gunwale (or gunnel, the top edge of a boat’s sides that forms a ledge above the deck) area to create another place for your fishing poles. Most flush-mount rod holders angle the rods out and away from the boat to prevent lines from tangling while you’re trolling for big ones.



Lots of boats have rod lockers under the floor, which is a good idea, but without rod organizers, you’ll have an awful mess when you try to dig out the gear on the bottom of the pile. Rod organizers should mandatory, in our opinion.


Tackle Stash
What can you do with all those lures, those secret weapons in every angler’s arsenal? A portable tackle box is fine if you’re fishing alone, but things are gonna get crowded real quick when multiple anglers are on the same boat.

Tackle organizers are an awesome alternative to portable tackle boxes. Tackle organizers are shallow plastic trays with small compartments of various sizes that hold your lures and miscellaneous fishing gear securely in otherwise underutilized boat space. 

 
On bass boats, you’re liable to find tackle organizers in compartments on the casting deck(s). Center console boats frequently have built-in tackle organizers on the side(s) of the console.


Live Bait Solutions
By nature, baitfish are usually small and their metabolisms delicate--keeping live bait lively can be as challenging as fighting a trophy fish. The key to reducing baitfish mortality is to provide them with clean, aerated water.

Larger boats often feature built-in baitwells—dedicated tanks, complete with the pumps and plumbing necessary for baitfish comfort. Baitwells keep the water in them moving with a recirculating pump, and/or provide oxygen to the baitfish with an aeration pump—many baitwells do both.

If your boat doesn’t have a baitwell, you can still give your baitfish the comfort they expect with a portable bait tank. Bait tanks range from a bucket with an aerator pump, to rigs with recirculating/aerating capabilities rivaling those found in permanent baitwells.

Focal Point
A place for everything, and everything in its place—a credo for every fishin’ mission.
","Millions of anglers enjoy being out on boats, testing their skills against elusive underwater quarry. Whether you’re an old salt or a novice, we’ve got some things that might tip the scales in your favor when you’re pursing piscatorial prey.",Fishing Accessories,9,,,1,0
773,3,3,en-US,Snorkels/Masks/Fins,Snorkels/Masks/Fins,"","","Snorkling—using a mask and surface breathing device to see below the water’s surface--can be an exciting past time.  A quality set of properly fitting snorkels, masks, and fins can be a good addition to any cruise.  Select masks and snorkels made from silicone rubber; fins should not be so large as to tire your legs quickly.  Small inflatable vests provide assistance while on the surface.  ",Snorkels/Masks/Fins,10,,,1,0
748,3,3,en-US,Media,Media,,,,,10,,,1,0
729,3,3,en-US,Sailboat Hardware,Sailboat Hardware,,,,,10,,,1,0
722,3,3,en-US,Pyrotechnic Signaling Equipment/Flares,Pyrotechnic Signaling Equipment/Flare,"","","Some boating experts recommend that you carry six handheld red flares, six rocket parachute flares, and two orange smoke canisters for pyrotechnic signaling equipment and flares on your boat.",Pyrotechnic Signaling Equipment/Flares,10,,,1,0
669,3,3,en-US,Seats,Seat,"","","Boat seats range from very simple benches to very sophisticated helmsman’s chairs with multiple adjustment points.  Most factory-built boats come equipped with a compliment of seats. but you may want to add or subtract seating to fit your needs and style  Choose the seats that will work best for you, decide how you want to use it, then pick component parts that will safely and efficiently fill your needs.  Regardless the types of seats that you choose, ensure that they are designed for marine use. ",Seats,10,,,1,0
595,3,3,en-US,SAT-TV-Aerials,SAT-TV-Aerials,,,,,10,,,1,0
653,2,3,en-US,Galley,Galley,"","<p>A cabin (living area below the boat&rsquo;s deck) and a galley (a boat&rsquo;s kitchen) expands your boating options from hanging out on the lake for a few hours to being able to spend an entire weekend (or longer, time permitting) aboard your boat&mdash;kinda like having an RV for the water. Smart Space Boats, like backpacks and RVs, have a finite amount of space for your gear (nautical term for stuff). Here are a few ideas to help you make the most of your boat&rsquo;s storage potential: &bull; Boats and boating are inherently wet activities&mdash;so what do you do with those soggy bathing suits, towels, snorkels, and fins? Stringing a clothesline is a hassle; we prefer stowing waterlogged miscellany in a mesh bag to air out &lsquo;til next time. Mesh Bag &bull; Jackets and sweatshirts keep the chill away, but when it warms up, you&rsquo;ll need a place to put the outerwear. Hanging a gear hammock (or two) is an excellent way to keep extraneous gear somewhat organized and out of the way. Gear Hammock Lugging armloads of necessities to and from your boat is less of a chore with this basket that pops open when you need it and folds flat when you don&rsquo;t. Sheet Solutions Most of the berths (beds on a boat) are a lot different (peculiar dimensions, trapezoid and V-shaped, etc) than those back home. Not to worry&mdash;sheets, blankets, and even pillows are available for nearly every variety of boat bed. Galley Notes Use disposable/recyclable paper plates and plastic cups for casual dining, especially when your crew consists of more kids than grown-ups. Don&rsquo;t forget to include lots of trash bags (we like plastic grocery sacks) to keep things ship-shape and tidy. Make sure to dispose of refuse and recycling properly when you get back to shore. Boats tend to be unstable dining platforms. With that in mind, several companies offer attractive, nearly indestructible place settings, complete with non-skid vinyl feet, designed specifically for the nautical adventurer. Dinnerware Instead of using mismatched pots and pans from the house, why not pick up a set of &ldquo;nesting&rdquo; cookware to keep on the boat? Your cooking tools will take up less room in the galley, freeing up a bit of space for other essentials. But Wait, There&rsquo;s More Enjoying good meals on your boat doesn&rsquo;t necessarily mean slaving over a hot stove in a cramped galley&mdash;why not cook out? Yep, they do make barbecue grills for boats, and there&rsquo;s nothing like sizzling steaks or fresh fish filets to make a day on the lake absolutely perfect. Propane and compressed natural gas are the most popular boating bar-b fuels, but charcoal models are available for grilling gourmands. Life&rsquo;s too short not to use your boat as it was intended&mdash;to bask in the pleasures of food, fun and sun.</p>","The galley is the kitchen area of a boat.  It may be as simple as a single burner and an ice chest, or as complex as a full, residential style kitchen complete with all appliances.  The size of your craft and your interest in marine cuisine determine the type of galley you have.",Galley,10,,,1,0
